_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,Prediction
331,a1162,b1181,Chibi-Robo: Park Patrol,Skip Ltd.,Nintendo,DS,Adventure|Action,7.9,2 Oct 2007,2007-10-02,Chibi-Robo!: Park Patrol,Skip,Nintendo,Nintendo DS,Action|Adventure,7.8,02 October 2007,2007-10-02,1.0
332,a1163,b1182,Chibi-Robo! Zip Lash,Skip Ltd.,Nintendo,3DS,2D|Platformer|Action,5.2,9 Oct 2015,2015-10-09,Chibi-Robo! Zip Lash,,Nintendo,Nintendo 3DS,Scrolling|Action,6.2,09 October 2015,2015-10-09,1.0
335,a1167,b1187,Child of Eden,Q Entertainment,Ubisoft,PlayStation 3|Xbox 360,On-Rails|Shooter|3D|Action,7.8,14 Jun 2011,2011-06-14,Child of Eden,Q Entertainment,Ubisoft,PlayStation 3|Xbox 360,Music/Rhythm,7.3,14 June 2011,2011-06-14,1.0
336,a1168,b1188,Child of Light,Ubisoft Montreal,Ubisoft,PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox 360|Xbox One,Role-Playing,8.2,29 Apr 2014,2014-04-29,Child of Light,Ubisoft Montreal,Ubisoft,PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox 360|Xbox One,Platform|Role-Playing,8.1,30 April 2014,2014-04-30,1.0
339,a1169,b1189,Children of Mana,Nex Entertainment,Nintendo|Square Enix,DS,Role-Playing|Action,7.3,1 Nov 2006,2006-11-01,Children of Mana,Square Enix|Nex Entertainment,JP: Square Enix|NA/PAL: Nintendo,Nintendo DS,Action|Role-Playing,6.4,30 October 2006,2006-10-30,1.0
341,a1173,b1196,Chocobo Racing,SquareSoft,SquareSoft|Square EA|Square Enix,PlayStation,Arcade|Driving/Racing,7.2,31 Jul 1999,1999-07-31,Chocobo Racing,Square Product Development Division 7,JP: Square Co.|NA: Square Electronic Arts|PAL: Square Co.,PlayStation,Racing,7.0,10 August 1999,1999-08-10,1.0
344,a1174,b1197,Chocobo's Dungeon 2,SquareSoft,SquareSoft|Square Enix|Square EA,PlayStation,Role-Playing|Roguelike,7.4,30 Nov 1999,1999-11-30,Chocobo's Dungeon 2,Square,Square,PlayStation,Dungeon crawler,7.0,30 November 1999,1999-11-30,1.0
345,a1175,b1201,Choplifter HD,InXile Entertainment,InXile Entertainment,Ouya|PC|PlayStation 3|Xbox 360,Shoot-'Em-Up|2D|Action,6.3,10 Jan 2012,2012-01-10,Choplifter HD,inXile Entertainment,inXile Entertainment,PC|PlayStation 3,Shoot 'em up,6.3,10 January 2012,2012-01-10,1.0
347,a118,b175,Advent Rising,GlyphX Games,Majesco Games|THQ,PC|Xbox,Adventure|Action,7.6,31 May 2005,2005-05-31,Advent Rising,GlyphX Games|Demiurge Studios,Majesco,PC|Xbox,Third-person|action-adventure,7.3,31 May 2005,2005-05-31,1.0
350,a1181,b1206,Chrome,Techland,Strategy First|Meridian4,PC,Action|First-Person|Shooter|3D,7.4,28 Oct 2003,2003-10-28,Chrome,Techland,Strategy First,PC,First-person shooter,7.4,28 October 2003,2003-10-28,1.0
351,a1182,b1208,Chromehounds,From Software,Sega,Xbox 360,Simulation,8.0,11 Jul 2006,2006-07-11,Chromehounds,From Software,Sega,Xbox 360,Mech simulator,6.3,11 July 2006,2006-07-11,1.0
354,a1184,b1210,Chrono Cross,SquareSoft,SquareSoft|Square Enix|Square EA,PlayStation,Role-Playing,9.3,15 Aug 2000,2000-08-15,Chrono Cross,Square Product,Square Electronic Arts,Emulated|PlayStation|PlayStation 2|PlayStation 3|PlayStation Vita,Role-Playing,8.5,15 August 2000,2000-08-15,1.0
355,a1185,b1211,Chrono Trigger,Square Enix|TOSE|SquareSoft,Square Enix|SquareSoft,Android|DS|iOS (iPhone/iPad)|Mobile|PC|PlayStation|Super Nintendo,Role-Playing,9.5,22 Aug 1995,1995-08-22,Chrono Trigger,Square,Square,Android|Emulated|iOS|Nintendo 3DS|Nintendo DS|PC|PlayStation|PlayStation 2|PlayStation 3|PlayStation Vita|PSP|Super Nintendo|Wii,Role-Playing,9.4,22 August 1995,1995-08-22,1.0
357,a1186,b1213,ChuChu Rocket!,Sega|Sonic Team,Sega|Infogrames,Android|Dreamcast|Game Boy Advance|iOS (iPhone/iPad),Puzzle,7.9,29 Feb 2000,2000-02-29,ChuChu Rocket!,Sonic Team,Sega,Dreamcast|Game Boy Advance,Puzzle,5.9,29 February 2000,2000-02-29,1.0
361,a1191,b1224,Cities in Motion,Colossal Order|Paradox Interactive|CyberFront,Paradox Interactive|CyberFront|Ikaron|Avanquest Software|Paradox Software,Linux|Macintosh|PC,Simulation,7.0,22 Feb 2011,2011-02-22,Cities in Motion,Colossal Order,Paradox Interactive,PC,Business simulation,6.5,23 February 2011,2011-02-23,1.0
362,a1192,b1221,Cities: Skylines,Colossal Order|Tantalus Interactive,Paradox Interactive|Ikaron|Deep Silver|Spike Chunsoft,Linux|Macintosh|PC|PlayStation 4|Xbox One,Management|Strategy,8.1,10 Mar 2015,2015-03-10,Cities: Skylines,Colossal Order,Paradox Interactive,PC,Top-Down|Real-Time|City-Building,8.3,10 March 2015,2015-03-10,1.0
366,a1195,b1226,Citizens of Earth,Eden Industries,ATLUS|Arc System Works,3DS|PC|PlayStation 4|PlayStation Vita|Wii U,Role-Playing,6.1,20 Jan 2015,2015-01-20,Citizens of Earth,Eden Industries,ATLUS,Nintendo 3DS|PC|PlayStation 4|PlayStation Vita|Wii U,Role-Playing,6.7,20 January 2015,2015-01-20,1.0
377,a12,b12,1-2-Switch,Nintendo,Nintendo,Nintendo Switch,Party/Minigame,2.0,3 Mar 2017,2017-03-03,1-2-Switch,Nintendo EPD,Nintendo,Nintendo Switch,Action|Party,5.4,03 March 2017,2017-03-03,1.0
378,a120,b177,Adventure Island,Hudson|Flying Tiger Development|West One,Hudson|Hudson Soft|Mattel|Konami,Game Boy|Game Boy Advance|Mobile|MSX|NES,Action|2D|Platformer,7.6,September 1988,1988-09-01,Adventure Island,Hudson Soft,Hudson Soft,Game Boy|NES,Platform,6.5,September 1988,1988-09-01,1.0
380,a1201,b1227,CivCity: Rome,Firaxis Games|FireFly Studios,2K Games|Sold Out Software|Mastertronic|ak tronic,PC,Strategy|Management,7.3,24 Jul 2006,2006-07-24,CivCity: Rome,Firefly Studios|Firaxis,2K Games,PC,City-Building,6.7,24 July 2006,2006-07-24,1.0
381,a1205,b6130,Civilization II,MicroProse|MPS Labs|LTI Gray Matter,Mac Play|MicroProse|Infogrames|Hasbro Interactive|Activision|Human Entertainment,Macintosh|PC|PlayStation,Strategy|Turn-Based,8.9,29 Feb 1996,1996-02-29,Sid Meier's Civilization II,MicroProse,MicroProse,Mac|PC|PlayStation,Turn-Based Strategy,8.3,29 February 1996,1996-02-29,1.0
385,a1210,b6740,Super Mario Bros.,Nintendo,Nintendo|Playtronic|Hamster,Arcade Games|Famicom Disk System|Game Boy Advance|NES|Nintendo Switch,Platformer|2D|Action,8.9,18 Oct 1985,1985-10-18,Super Mario Bros.,Nintendo Creative Department,Nintendo,Emulated|Game Boy Advance|Game Boy Color|NES|Nintendo 3DS|PC|Super Nintendo|TurboGrafx-16|Wii|Wii U,Platform,8.2,17 November 1985,1985-11-17,1.0
388,a1213,b1232,ClayFighter 63 1/3,Interplay,Interplay,Nintendo 64,Fighting|Action|2D,5.8,30 Sep 1997,1997-09-30,ClayFighter 63 1/3,Interplay,Interplay,Nintendo 64,Fighting,5.5,21 October 1997,1997-10-21,1.0
389,a1215,b1234,Clive Barker's Jericho,Mercury Steam|Alchemic Productions,Codemasters|Mastertronic,PC|PlayStation 3|Xbox 360,3D|Action|Adventure|Survival,7.3,23 Oct 2007,2007-10-23,Clive Barker's Jericho,MercurySteam,Codemasters,PC|PlayStation 3|Xbox 360,First-Person|Shooter|Survival Horror,6.4,23 October 2007,2007-10-23,1.0
390,a1216,b1235,Clive Barker's Undying,Westlake Interactive|Dreamworks Games,Aspyr|Electronic Arts|Sold Out Software,Macintosh|PC,3D|Action|First-Person|Shooter,8.8,21 Feb 2001,2001-02-21,Clive Barker's Undying,DreamWorks Interactive|Westlake Interactive (Mac),Electronic Arts|Aspyr (Mac),PC,First-Person|Shooter|Survival Horror,7.9,07 February 2001,2001-02-07,1.0
393,a1217,b1238,Clock Tower (1997),Human Entertainment,ASCII Entertainment|SunSoft|Human Entertainment,PlayStation,Adventure,7.6,1 Oct 1997,1997-10-01,Clock Tower (1996),Human Entertainment,ASCII Entertainment,PlayStation,Point-and-Click|Adventure|Survival Horror,6.8,01 October 1997,1997-10-01,1.0
397,a1218,b1239,Clock Tower 3,SunSoft,Capcom,PlayStation 2,Adventure|Survival|3D|Action,7.5,18 Mar 2003,2003-03-18,Clock Tower 3,Capcom Production Studio 3 Sunsoft,Capcom,PlayStation 2,Survival Horror,6.0,18 March 2003,2003-03-18,1.0
398,a1219,b1240,Clock Tower II: The Struggle Within,Human Entertainment,Agetec Inc.|SunSoft|SCEA|Human Entertainment,PlayStation,Adventure,6.0,31 Oct 1999,1999-10-31,Clock Tower II: The Struggle Within,Human Entertainment,Human Entertainment,PlayStation,Survival Horror,5.3,31 October 1999,1999-10-31,1.0
400,a1220,b1243,Cloning Clyde,NinjaBee,NinjaBee,PC|Xbox 360,2D|Action|Platformer,8.0,19 Jul 2006,2006-07-19,Cloning Clyde,NinjaBee,Microsoft,PC|Xbox 360,Side-scroller|Platformer,5.0,19 July 2006,2006-07-19,1.0
404,a1228,b1245,Closure,Eyebrow Interactive,Eyebrow Interactive,Linux|Macintosh|PC|PlayStation 3,Platformer|2D|Action,7.8,1 Jan 2009,2009-01-01,Closure,Eyebrow Interactive,,PC|PlayStation 3,Puzzle|Platformer,7.4,27 March 2012,2012-03-27,1.0
405,a1229,b1247,Cloudberry Kingdom,Pwnee Studios,Ubisoft,Linux|Macintosh|PC|PlayStation 3|Wii U|Xbox 360,2D|Action|Platformer,6.6,30 Jul 2013,2013-07-30,Cloudberry Kingdom,Pwnee Studios,Ubisoft,PC|PlayStation 3|Wii U|Xbox 360,Action|Platform,6.7,30 July 2013,2013-07-30,1.0
415,a124,b185,Adventures of Lolo,HAL Labs,Nintendo|HAL Labs,NES,Puzzle|Action,7.9,April 1989,1989-04-01,Adventures of Lolo,HAL Laboratory,HAL America,NES|Wii|Wii U,Puzzle|Action,7.7,20 April 1989,1989-04-20,1.0
417,a1240,b1254,Code Name: S.T.E.A.M.,Intelligent Systems,Nintendo,3DS,Strategy|Turn-Based,7.0,13 Mar 2015,2015-03-13,Code Name S.T.E.A.M.,Intelligent Systems,Nintendo,Nintendo 3DS,Turn-Based|Action|Strategy,7.7,13 March 2015,2015-03-13,1.0
418,a1241,b1256,Code of Princess,Studio Saizensen|Nicalis,ATLUS|Agatsuma Entertainment|Nicalis|Degica,3DS|Nintendo Switch|PC,Role-Playing|Action,7.6,9 Oct 2012,2012-10-09,Code of Princess,Agatsuma Entertainment|Bones,Atlus,Nintendo 3DS|PC,Action|Role-Playing,6.7,09 October 2012,2012-10-09,1.0
424,a1250,b1267,Cold Fear,Darkworks,Ubisoft,PC|PlayStation 2|Xbox,Survival|3D|Action|Adventure,7.8,15 Mar 2005,2005-03-15,Cold Fear,Darkworks,Ubisoft,PC|PlayStation 2|Xbox,Third-person Shooter|Survival Horror,7.0,17 May 2005,2005-05-17,1.0
429,a1252,b1268,Cold Winter,Swordfish Studios,VU Games,PlayStation 2,3D|Action|First-Person|Shooter,8.1,11 May 2005,2005-05-11,Cold Winter,Swordfish Studios,Vivendi Universal Games,PlayStation 2,First-person Shooter,7.3,11 May 2005,2005-05-11,1.0
431,a1255,b1272,Colin McRae Rally 2.0,Spellbound|Codemasters,Ubisoft|Codemasters|Spike,Game Boy Advance|PC|PlayStation,Simulation|Driving/Racing,8.3,5 Dec 2000,2000-12-05,Colin McRae Rally 2.0,Spellbound Interactive|Codemasters,Ubisoft Entertainment,PC|PlayStation,Sports|Racing,7.9,05 December 2000,2000-12-05,1.0
432,a1256,b1273,Colin McRae Rally 2005,I-Play|Ideaworks3D|Codemasters|Six by Nine,Codemasters|Nokia|Sold Out Software|Interchannel-Holon,Mobile|N-Gage|PC|PlayStation 2|PSP|Xbox,Simulation|Driving/Racing,8.3,28 Sep 2004,2004-09-28,Colin McRae Rally 2005,Ideaworks Game Studio|Codemasters,Feral Interactive,PC,Racing,7.4,15 November 2004,2004-11-15,1.0
435,a1266,b1276,Color Guardians,Fair Play Labs,Niffler Ltd|Fair Play Labs|CrossFunction,Macintosh|PC|PlayStation 4|PlayStation Vita,3D|Action|Platformer,5.1,12 May 2015,2015-05-12,Color Guardians,Fair Play Labs,Niffler,PlayStation 4|PlayStation Vita,Action,4.9,12 May 2015,2015-05-12,1.0
438,a1269,b1277,Columns,Sega|Compile|SystemSoft|Laser Soft,Sega|Telenet Japan|Tec Toy|Samsung|SystemSoft|Laser Soft,Arcade Games|FM Towns|GameGear|Genesis|MSX|NEC PC88|PC|Sega Master System|Sharp X68000|TurboGrafx-16,Matching/Stacking|Puzzle,7.4,29 Jun 1990,1990-06-29,Columns,Sega,Sega,Sega Game Gear|Sega Master System|Sega Mega Drive/Genesis,Puzzle,6.4,1990,1990-01-01,1.0
443,a1284,b1281,Comic Jumper: The Adventures of Captain Smiley,Twisted Pixel Games,Microsoft Game Studios|Twisted Pixel Games,Xbox 360,Action,7.6,6 Oct 2010,2010-10-06,Comic Jumper: The Adventures of Captain Smiley,Twisted Pixel Games,Twisted Pixel Games|Microsoft Game Studios,Xbox 360,,6.8,10 June 2010,2010-06-10,1.0
447,a1285,b1282,Comix Zone,Sega|Virtucraft|Sega Technical Institute|Backbone Entertainment,Sega|Tec Toy,Android|Game Boy Advance|Genesis|iOS (iPhone/iPad)|PC|PlayStation 3|Xbox 360,2D|Action|Platformer,8.1,July 1995,1995-07-01,Comix Zone,Sega Technical Institute,Sega,PC|PlayStation 3|Sega Mega Drive/Genesis|Xbox 360,Beat 'em up,7.6,1995,1995-01-01,1.0
449,a1286,b1285,Command & Conquer 3: Tiberium Wars,Electronic Arts|EA LA,Electronic Arts|EA Games,BlackBerry|Macintosh|PC|Xbox 360,Real-Time|Strategy,8.7,26 Mar 2007,2007-03-26,Command & Conquer 3: Tiberium Wars,EA Los Angeles|TransGaming,Electronic Arts,PC|Xbox 360,Real-Time|Strategy,7.4,28 March 2007,2007-03-28,1.0
451,a1287,b1286,Command & Conquer 4: Tiberian Twilight,EA LA,Electronic Arts,PC,Strategy|Real-Time,4.0,16 Mar 2010,2010-03-16,Command & Conquer 4: Tiberian Twilight,EA Los Angeles,Electronic Arts,PC,Real-Time|Strategy|Tactical,5.5,16 March 2010,2010-03-16,1.0
452,a1288,b1287,Command & Conquer: Generals,i5works|EA Pacific|EA LA,Aspyr|Electronic Arts|EA Games,Macintosh|PC,Real-Time|Strategy,8.7,10 Feb 2003,2003-02-10,Command & Conquer: Generals,EA Pacific (Windows)|Aspyr Media (Mac OS),EA Games (Windows)|MacSoft (Mac OS),PC,Real-time strategy,8.1,10 February 2003,2003-02-10,1.0
455,a1289,b1290,Command & Conquer: Red Alert 2,Westwood Studios|Electronic Arts,Electronic Arts|EA Games|Novitas|Sold Out Software,PC,Strategy|Real-Time,8.7,21 Oct 2000,2000-10-21,Command & Conquer: Red Alert 2,Westwood Pacific,EA Games,PC,Real-time strategy,8.6,23 October 2000,2000-10-23,1.0
462,a1290,b1292,Command & Conquer: Red Alert 3 - Uprising,EA LA,Electronic Arts|EA Games,PC,Real-Time|Strategy,6.9,12 Mar 2009,2009-03-12,Command & Conquer: Red Alert 3 - Uprising,EA Los Angeles,Electronic Arts,PC,,6.9,12 March 2009,2009-03-12,1.0
464,a1291,b1291,Command & Conquer: Red Alert 3,EA LA,Electronic Arts,Macintosh|PC|PlayStation 3|Xbox 360,Real-Time|Strategy,7.6,28 Oct 2008,2008-10-28,Command & Conquer: Red Alert 3,EA Los Angeles,Electronic Arts,PC|PlayStation 3|Xbox 360,Real-Time|Strategy,7.6,28 October 2008,2008-10-28,1.0
466,a1292,b1294,Command & Conquer: Red Alert - Retaliation,Westwood Studios,Electronic Arts|Virgin Interactive|Westwood Studios,PlayStation,Compilation,7.7,28 Aug 1998,1998-08-28,Command & Conquer: Red Alert - Retaliation,Westwood Studios,Virgin Interactive,PC|PlayStation,Turn-based Strategy,7.8,28 August 1998,1998-08-28,1.0
469,a1293,b1289,Command & Conquer: Red Alert,Electronic Arts|Westwood Studios,Electronic Arts|Westwood Studios|Sold Out Software|Virgin Interactive,BlackBerry|iOS (iPhone/iPad)|PC|PlayStation,Real-Time|Strategy,8.7,31 Oct 1996,1996-10-31,Command & Conquer: Red Alert,Westwood Studios,Virgin Interactive|Sony Computer Entertainment (PSN),PC|PlayStation,Real-time strategy,7.9,31 October 1996,1996-10-31,1.0
474,a1294,b1296,Command & Conquer: Renegade,Westwood Studios,Electronic Arts|Sold Out Software,PC,First-Person|Shooter|3D|Action,8.0,27 Feb 2002,2002-02-27,Command & Conquer: Renegade,Westwood Studios,EA Games,PC,Tactical Shooter,6.3,26 February 2002,2002-02-26,1.0
481,a1297,b1298,Command & Conquer: Tiberian Sun,Westwood Studios,Electronic Arts|Westwood Studios|Sold Out Software|Virgin Interactive,PC,Real-Time|Strategy,8.2,24 Aug 1999,1999-08-24,Command & Conquer: Tiberian Sun,Westwood Studios,Electronic Arts,PC,Real-time strategy,7.5,27 August 1999,1999-08-27,1.0
483,a1298,b1283,Command & Conquer,Westwood Studios|Looking Glass Studios,Westwood Studios|Nintendo|Virgin Interactive|Electronic Arts|Acclaim Japan|Sega|Tec Toy,Macintosh|Nintendo 64|PC|PlayStation|Saturn,Real-Time|Strategy,8.6,31 Aug 1995,1995-08-31,Command & Conquer,Westwood Studios|Looking Glass Studios (N64),Virgin Interactive|Sega (Saturn)|Nintendo (N64)|Electronic Arts(Since 1998; also freeware release),Mac|Nintendo 64|PC|PlayStation|Sega Saturn,Real-time strategy,7.7,31 August 1995,1995-08-31,1.0
492,a1304,b1310,Commandos 2: Men of Courage,Zonic|Pyro Studios,Feral Interactive|Eidos Interactive|Digital Game Factory|Sold Out Software,Macintosh|PC|PlayStation 2|Xbox,Strategy|Real-Time,8.5,20 Sep 2001,2001-09-20,Commandos 2: Men of Courage,Pyro Studios|Zonic Limited (Mac OS X),Eidos Interactive|Feral Interactive (Mac OS X),PC,Real-time tactics,8.5,20 September 2001,2001-09-20,1.0
493,a1305,b1311,Commandos 3: Destination Berlin,Pyro Studios,Feral Interactive|Mastertronic|Digital Game Factory|Eidos Interactive|Sold Out Software,Macintosh|PC,Real-Time|Strategy,8.0,14 Oct 2003,2003-10-14,Commandos 3: Destination Berlin,Pyro Studios|Zonic Limited (Mac OS X),Eidos Interactive|Feral Interactive (Mac OS X),PC,Real-time tactics,7.1,14 October 2003,2003-10-14,1.0
494,a1306,b1312,Commandos: Behind Enemy Lines,Pyro Studios,Sold Out Software|Eidos Interactive|Digital Game Factory,PC,Strategy|Real-Time,8.5,31 Jul 1998,1998-07-31,Commandos: Behind Enemy Lines,Pyro Studios,Eidos Interactive,PC,Real-time tactics,8.1,31 July 1998,1998-07-31,1.0
497,a1307,b1313,Commandos: Beyond the Call of Duty,Pyro Studios,Eidos Interactive|Digital Game Factory|Sold Out Software,PC,Strategy|Real-Time,7.9,31 Mar 1999,1999-03-31,Commandos: Beyond the Call of Duty,Pyro Studios,Eidos Interactive,PC,,8.1,07 April 1999,1999-04-07,1.0
500,a1308,b1314,Commandos Strike Force,Pyro Studios,Eidos Interactive|Sold Out Software|Spike,PC|PlayStation 2|Xbox,Action|First-Person|Shooter|Tactical,7.0,4 Apr 2006,2006-04-04,Commandos: Strike Force,Pyro Studios,Eidos Interactive,PC,First-Person|Shooter,6.6,04 April 2006,2006-04-04,1.0
502,a1309,b1316,Company of Heroes 2,Feral Interactive|Relic,Feral Interactive|Sega,Linux|Macintosh|PC,Real-Time|Strategy,6.4,25 Jun 2013,2013-06-25,Company of Heroes 2,Relic Entertainment,Sega,PC,Real-Time|Strategy,7.6,25 June 2013,2013-06-25,1.0
506,a131,b192,Aero The Acro-Bat,Atomic Planet Entertainment|Iguana Entertainment,Metro3D|Zoo Digital Publishing|SunSoft,Game Boy Advance|Genesis|Super Nintendo,Platformer|Action|2D,6.4,October 1993,1993-10-01,Aero the Acro-Bat,Iguana Entertainment|Atomic Planet,Sunsoft|Metro 3D/Zoo Digital,Sega Mega Drive/Genesis|Super Nintendo,Platform,6.0,October 1993,1993-10-01,1.0
507,a1310,b1317,Company of Heroes: Opposing Fronts,Relic,Focus Multimedia|THQ|ak tronic,PC,Real-Time|Strategy,8.6,24 Sep 2007,2007-09-24,Company of Heroes: Opposing Fronts,Relic Entertainment,THQ,PC,Real-Time|Strategy,7.8,25 September 2007,2007-09-25,1.0
508,a1311,b1318,Company of Heroes: Tales of Valor,Relic,Zoo Corporation|THQ,PC,Real-Time|Strategy,7.4,7 Apr 2009,2009-04-07,Company of Heroes: Tales of Valor,Relic Entertainment,THQ,PC,Real-Time|Strategy,7.7,09 April 2009,2009-04-09,1.0
511,a1312,b1315,Company of Heroes,Relic,THQ|Russel|ak tronic|Sega,PC,Real-Time|Strategy,9.2,13 Sep 2006,2006-09-13,Company of Heroes,Relic Entertainment,THQ,PC,Real-Time|Strategy,8.2,12 September 2006,2006-09-12,1.0
518,a1313,b1319,Conan (2007),Nihilistic,THQ,PlayStation 3|Xbox 360,Adventure|Action,7.3,23 Oct 2007,2007-10-23,Conan (2007),Nihilistic Software,THQ,PlayStation 3|Xbox 360,Action|Adventure,5.8,23 October 2007,2007-10-23,1.0
521,a1314,b1321,Conception II: Children of the Seven Stars,Spike|Spike Chunsoft,Spike Chunsoft|ATLUS,3DS|PC|PlayStation Vita,Role-Playing,7.8,22 Aug 2013,2013-08-22,Conception II: Children of the Seven Stars,Spike Chunsoft,Atlus|Spike Chunsoft,Nintendo 3DS|PC|PlayStation Vita,Turn-Based|Role-Playing,7.2,15 April 2014,2014-04-15,1.0
524,a1315,b1322,Condemned 2: Bloodshot,Monolith Productions,Sega Europe|Sega,PlayStation 3|Xbox 360,Adventure|Survival|3D|Action,8.2,11 Mar 2008,2008-03-11,Condemned 2: Bloodshot,Monolith Productions,SEGA,PlayStation 3|Xbox 360,First-Person|Action|Survival Horror,7.2,11 March 2008,2008-03-11,1.0
525,a1316,b1323,Condemned: Criminal Origins,Monolith Productions,Sega|Sega Europe,PC|Xbox 360,Action|Adventure|Survival|3D,8.4,16 Nov 2005,2005-11-16,Condemned: Criminal Origins,Monolith Productions,Sega,PC|Xbox 360,First-Person|Action|Survival Horror,7.5,16 November 2005,2005-11-16,1.0
527,a1317,b1324,Conduit 2,High Voltage Software,Sega,Wii,Action|First-Person|Shooter|3D,7.7,19 Apr 2011,2011-04-19,Conduit 2,High Voltage Software,Sega,Wii,First-person shooter,6.8,19 April 2011,2011-04-19,1.0
530,a1319,b1326,Conflict: Denied Ops,Pivotal Games,Eidos Interactive|Mastertronic|Sold Out Software|E-Frontier|ak tronic|Spike,PC|PlayStation 3|Xbox 360,Action|First-Person|Shooter|3D,5.1,8 Feb 2008,2008-02-08,Conflict: Denied Ops,Pivotal Games,Eidos Interactive,PC|Xbox 360,Tactical shooter,5.6,13 February 2008,2008-02-13,1.0
532,a1321,b1327,Conflict: Desert Storm,Pivotal Games|Synergenix|SCi,Gotham Games|SCi|Kayak Interactive|Square Enix|Sold Out Software|Capcom|Gathering,GameCube|Mobile|PC|PlayStation 2|Xbox,Shooter|Tactical|Third-Person|Action,6.9,30 Sep 2002,2002-09-30,Conflict: Desert Storm,Pivotal Games,SCi,PC|PlayStation 2|Xbox,,6.4,30 September 2002,2002-09-30,1.0
537,a1326,b1330,Conker: Live & Reloaded,Rare Ltd.,Microsoft Game Studios,Xbox,3D|Action|Shooter|Third-Person,8.7,21 Jun 2005,2005-06-21,Conker: Live & Reloaded,Rare,Microsoft Studios,Xbox|Xbox 360,Action|Adventure|Platformer,8.1,21 June 2005,2005-06-21,1.0
539,a1327,b1331,Conker's Bad Fur Day,Rare Ltd.,THQ|Nintendo|Rare Ltd.,Nintendo 64,Platformer|3D|Action,9.3,4 Mar 2001,2001-03-04,Conker's Bad Fur Day,Rare,Rare|THQ,Emulated|Nintendo 64|PC|Xbox|Xbox One,Action|Platform,8.3,05 March 2001,2001-03-05,1.0
546,a1332,b1333,Constantine,Warner Bros. Interactive Entertainment|Bits Studios,Warner Bros. Interactive Entertainment|SCi|THQ|Marvelous,Mobile|PC|PlayStation 2|Xbox,Action|Adventure,7.3,14 Feb 2005,2005-02-14,Constantine,Bits Studios|SCi Games,THQ,PC|PlayStation 2|Xbox,Action|Adventure,6.8,15 February 2005,2005-02-15,1.0
547,a1333,b1334,Contact,Grasshopper Manufacture,Marvelous|ATLUS|Rising Star Games,DS,Role-Playing,7.8,19 Oct 2006,2006-10-19,Contact,Grasshopper Manufacture,JP: Marvelous Entertainment|NA: Atlus|PAL: Rising Star Games,Nintendo DS,Role-Playing,6.4,19 October 2006,2006-10-19,1.0
549,a1336,b1339,Contra 4,Konami Mobile & Online|Inc.|WayForward|Konami,Konami Mobile & Online|Inc.|Konami,Android|DS|Mobile|Windows Mobile,Platformer|2D|Action,8.2,13 Nov 2007,2007-11-13,Contra 4,WayForward Technologies,Konami,Nintendo DS,Run and gun,7.8,13 November 2007,2007-11-13,1.0
